0,23.66
0,4.0181446
1,1.8198745
2,1.5448234
3,1.4825068
4,1.444397
5,1.409699
6,1.3761029
7,1.3433373
8,1.3113549
9,1.2801344
10,1.2496573
11,1.2199054
12,1.1908624
13,1.1625105
14,1.1348338
15,1.1078157
16,1.0814412
17,1.0556946
18,1.0305607
19,1.0060253
20,0.9820741
21,0.95869297
22,0.9358686
23,0.91358757
24,0.8918371
25,0.87060446
26,0.84987724
27,0.82964355
28,0.80989164
29,0.7906097
30,0.77178717
31,0.7534125
32,0.7354756
33,0.7179654
34,0.7008723
35,0.684186
36,0.66789705
37,0.6519958
38,0.6364734
39,0.6213203
40,0.6065279
41,0.59208786
42,0.5779916
43,0.5642309
44,0.5507976
45,0.5376844
46,0.5248834
47,0.5123871
48,0.50018823
49,0.48827982
50,0.47665495
51,0.46530694
52,0.4542289
53,0.44341472
54,0.43285793
55,0.42255253
56,0.4124925
57,0.40267205
58,0.3930853
59,0.3837267
60,0.37459117
61,0.3656729
62,0.35696703
63,0.34846842
64,0.3401722
65,0.33207333
66,0.3241675
67,0.3164498
68,0.30891576
69,0.30156112
70,0.29438165
71,0.2873731
72,0.28053135
73,0.2738526
74,0.26733267
75,0.2609681
76,0.25475502
77,0.24868989
78,0.24276918
79,0.23698932
80,0.23134711
81,0.22583924
82,0.22046256
83,0.2152138
84,0.21008998
85,0.20508823
86,0.20020558
87,0.19543907
88,0.1907861
89,0.18624389
90,0.18180983
91,0.17748134
92,0.17325595
93,0.16913109
94,0.1651044
95,0.16117366
96,0.1573365
97,0.15359063
98,0.14993396
99,0.14636436
100,0.14287975
101,0.13947809
102,0.13615741
103,0.13291575
104,0.12975135
105,0.12666227
106,0.12364671
107,0.120703
108,0.11782924
109,0.115023986
110,0.11228554
111,0.1096123
112,0.10700262
113,0.10445517
114,0.101968296
115,0.09954065
116,0.0971708
117,0.094857365
118,0.09259902
119,0.09039444
120,0.08824237
121,0.08614147
122,0.084090635
123,0.082088664
124,0.080134295
125,0.07822649
126,0.07636407
127,0.07454602
128,0.07277124
129,0.071038716
